State Id,OfficeName,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Credential
Type 2","Credential
Date 2","Exit
Reason","Exit
Date",Q0 -Wages at Exit,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code","Job
Order
No.",QTR1A Exit,QTR2A Exit,QTR3A Exit
450834,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),8/10/2020,9/29/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,9/30/2020,,,,,,                              ,,,,,,,,,,,,,,,
473669,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/6/2020,1/30/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,12/20/2019,,,Successful Completion Employed,7/6/2020,,7/6/2020,Pepco Holdings Inc,Washington,DC,Helper Substation Tech,40,21.75,1,1,9,0,551112,,,,
514790,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/20/2020,7/10/2020,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,,,,,,                              ,,,,,,,,,,,,,,,
203759,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/8/2020,1/23/2020,Successful Completion,Hamel Builders Inc.,OSHA-10 & OSHA-30,5,1/23/2020,,,Successful Completion Employed,3/2/2020,,3/2/2020,Thompson Facilities Services,Washington,DC,Laborer,40,15.25,1,1,9,0,,,,,
180822,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),8/10/2020,9/29/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,9/30/2020,,,Successful Completion Employed,11/30/2020,,11/30/2020,Pepco Holdings Inc,Washington,DC,Substation Helper NERC,40,23.34,1,1,9,0,551112,,,,
406997,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/10/2020,5/22/2020,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/22/2020,,,,,,                              ,,,,,,,,,,,,,,,
346252,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/20/2020,7/10/2020,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,,,,,,                              ,,,,,,,,,,,,,,,
507418,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/31/2020,9/4/2020,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/4/2020,,,,,,                              ,,,,,,,,,,,,,,,
395560,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/2/2020,3/12/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,,,,,,,,                              ,,,,,,,,,,,,,,,
98177,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),8/10/2020,9/25/2020,Unsuccessful Completion - Did Not Meet Requirement,University of the District of Columbia (UDC),Quick Path to Energy,,,,,,,,                              ,,,,,,,,,,,,,,,
147103,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/20/2020,7/10/2020,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,,,,,,                              ,,,,,,,,,,,,,,,
519866,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/29/2020,11/23/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,9/30/2020,,,,,,                              ,,,,,,,,,,,,,,,
78057,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),2/3/2020,5/15/2020,Unsuccessful Completion - Did Not Meet Requirement,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,8/16/2019,,,,,,                              ,,,,,,,,,,,,,,,
344654,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/10/2020,5/22/2020,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/22/2020,,,,,,                              ,,,,,,,,,,,,,,,
266574,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),2/3/2020,5/15/2020,Unsuccessful Completion - Did Not Meet Requirement,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,,
507216,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/29/2020,11/23/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,9/30/2020,,,Successful Completion Employed,11/30/2020,,11/30/2020,Dynamic Concepts Inc.,Washington,DC,Laborer,40,18,1,1,9,0,541618,,,,
506260,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/14/2020,9/18/2020,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/18/2020,,,,,,                              ,,,,,,,,,,,,,,,
91927,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/31/2020,9/4/2020,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/4/2020,,,Unknown Status,9/18/2020,,                              ,,,,,,,,,,,,,,,
509306,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/10/2020,5/22/2020,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/22/2020,,,,,,                              ,,,,,,,,,,,,,,,
9197,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/6/2020,1/30/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,,
97021,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/1/2020,8/21/2020,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,6/17/2020,,,Successful Completion Employed,9/11/2020,,9/11/2020,Dynamic Concepts Inc (DCI),Washington,DC,General Laborer,40,22,1,1,9,0,541614,,,,
289148,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/21/2020,2/3/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
507146,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/21/2020,2/3/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
511249,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/21/2020,9/25/2020,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/25/2020,,,,,,                              ,,,,,,,,,,,,,,,
517749,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/2/2020,3/12/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,,,,,,,,                              ,,,,,,,,,,,,,,,
297085,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/21/2020,2/3/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,5,9/6/2019,,,,,,                              ,,,,,,,,,,,,,,,
178432,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/4/2020,7/23/2020,Successful Completion,CC Prep - MLK,Help Desk IT Training,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
112832,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/6/2020,1/30/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,,
515347,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/20/2020,6/2/2020,Unsuccessful Completion - Failed to Report,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,,,,,,                              ,,,,,,,,,,,,,,,
307610,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/1/2020,8/21/2020,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,6/17/2020,,,Successful Completion Employed,9/30/2020,,10/5/2020,"MALILL, LLC",Elkridge,MD,Skilled Laborer,40,21,1,1,9,0,236210,,,,
127847,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/21/2020,2/3/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,5,7/26/2019,,,,,,                              ,,,,,,,,,,,,,,,
112811,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),8/10/2020,9/29/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,9/30/2020,,,Successful Completion Employed,12/1/2020,,12/1/2020,Utility Lines Construction,Bridgeville,DE,1st Level Apprentice,40,18,1,1,9,0,238210,,,,
113787,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),8/10/2020,9/29/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,9/30/2020,,,Successful Completion Employed,10/23/2020,,10/5/2020,UPS Store,Washington,DC,Package Driver,40,21,1,1,9,0,541860,,,,
24127,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/6/2020,1/30/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,12/20/2019,,,Successful Completion Employed,7/13/2020,,7/13/2020,Pepco Holdings Inc,Washington,DC,Helper Substation Technician,40,21.75,1,1,9,0,551112,,,,
519866,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/30/2020,9/30/2020,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/30/2020,,,,,,                              ,,,,,,,,,,,,,,,
174064,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/8/2020,1/23/2020,Successful Completion,Hamel Builders Inc.,OSHA-10 & OSHA-30,5,1/23/2020,,,,,,                              ,,,,,,,,,,,,,,,
37914,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/10/2020,5/22/2020,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/22/2020,,,,,,                              ,,,,,,,,,,,,,,,
473669,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),2/3/2020,5/15/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,12/20/2019,,,Successful Completion Employed,7/6/2020,,7/6/2020,Pepco Holdings Inc,Washington,DC,Helper Substation Tech,40,21.75,1,1,9,0,551112,,,,
294078,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,5/26/2021,,,,,,                              ,,,,,,,,,,,,,,,
631554,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/14/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,,
46171,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),2/3/2020,5/15/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,,
485485,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/21/2020,2/3/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
179464,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/28/2021,,,,,,                              ,,,,,,,,,,,,,,,
435067,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/2/2020,3/12/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,,,,,,,,                              ,,,,,,,,,,,,,,,
94429,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/29/2020,11/23/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,,,Successful Completion Employed,1/6/2021,,1/4/2021,Aldridge Electric Inc,Cheverly,MD,Groundman,40,19.92,1,1,9,0,,,,,
504499,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/29/2020,10/30/2020,Unsuccessful Completion - Did Not Meet Requirement,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,9/30/2020,,,,,,                              ,,,,,,,,,,,,,,,
459905,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/10/2020,5/22/2020,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/22/2020,,,,,,                              ,,,,,,,,,,,,,,,
330589,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/2/2020,3/12/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,,,,,,,,                              ,,,,,,,,,,,,,,,
238907,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/21/2020,9/25/2020,Unsuccessful Completion - Dropped Out,The Training Zone of the DMV,OSHA 30,,,,,,,,                              ,,,,,,,,,,,,,,,
43376,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/14/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,2/12/2021,,,,,,                              ,,,,,,,,,,,,,,,
508959,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/4/2020,7/23/2020,Successful Completion,CC Prep - MLK,Help Desk IT Training,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
510995,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/21/2020,2/3/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
14107,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/1/2020,8/21/2020,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,6/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
64189,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/17/2020,8/21/2020,Successful Completion,"CNI, LLC",Washington Gas Training Program,,,,,,,,                              ,,,,,,,,,,,,,,,
100801,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/20/2020,7/10/2020,Unsuccessful Completion - Did Not Meet Requirement,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,5,6/7/2019,4,7/26/2019,,,,                              ,,,,,,,,,,,,,,,
74832,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/1/2020,8/21/2020,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,6/17/2020,,,Successful Completion Employed,9/24/2020,,9/24/2020,Dynamic Concepts Inc (DCI),Washington,DC,General Laborer,40,24,1,1,9,0,541614,,,,
17697,DC Infrastructure Academy,313,Enrolled In State And Local Training,10/23/2019,10/24/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,10/24/2019,,,Successful Completion Employed,7/7/2020,,7/6/2020,Pepco Holdings Inc,Washington,DC,Substation Operations Trainee,40,21.75,1,1,9,0,551112,,,,
200857,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/1/2020,6/11/2020,Unsuccessful Completion - Failed to Report,"CNI, LLC",Washington Gas Training Program,,,,,,,,                              ,,,,,,,,,,,,,,,
514342,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/30/2020,9/30/2020,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/30/2020,,,Successful Completion Employed,11/30/2020,,11/30/2020,Dynamic Concepts Inc.,Washington,DC,Construction Laborer,40,18,1,1,9,0,541618,,,,
569693,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/14/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,5/28/2021,,,,,,                              ,,,,,,,,,,,,,,,
146826,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,,
278379,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/2/2020,3/12/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,,,,,,,,                              ,,,,,,,,,,,,,,,
66442,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,,,,,,                              ,,,,,,,,,,,,,,,
512859,DC Infrastructure Academy,313,Enrolled In State And Local Training,10/23/2019,10/24/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,OSHA 30,5,9/4/2019,,,Successful Completion Employed,11/2/2019,,11/2/2019,Shake Shack,,,Team Member,40,13.86,1,1,9,0,,,,,
67131,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/14/2020,9/18/2020,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/18/2020,,,,,,                              ,,,,,,,,,,,,,,,
504499,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),8/10/2020,9/29/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,9/30/2020,,,,,,                              ,,,,,,,,,,,,,,,
514342,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),8/10/2020,9/29/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,9/30/2020,,,Successful Completion Employed,11/30/2020,,11/30/2020,Dynamic Concepts Inc.,Washington,DC,Construction Laborer,40,18,1,1,9,0,541618,,,,
520029,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/29/2020,11/23/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,9/30/2020,,,,,,                              ,,,,,,,,,,,,,,,
485485,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/4/2020,7/23/2020,Successful Completion,CC Prep - MLK,Help Desk IT Training,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
209820,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/4/2020,7/23/2020,Successful Completion,CC Prep - MLK,Help Desk IT Training,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
151689,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/4/2020,7/23/2020,Successful Completion,CC Prep - MLK,Help Desk IT Training,5,9/4/2019,,,,,,                              ,,,,,,,,,,,,,,,
512861,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/21/2020,2/3/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
147103,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/2/2020,3/12/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,,,,,,,,                              ,,,,,,,,,,,,,,,
10681,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/20/2020,7/10/2020,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,,,,,,                              ,,,,,,,,,,,,,,,
431702,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/1/2020,6/10/2020,Unsuccessful Completion - Dropped Out,"CNI, LLC",Washington Gas Training Program,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,,
30001,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/8/2020,1/23/2020,Successful Completion,Hamel Builders Inc.,OSHA-10 & OSHA-30,5,1/23/2020,,,,,,                              ,,,,,,,,,,,,,,,
304358,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,,,,,,                              ,,,,,,,,,,,,,,,
514790,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/2/2020,3/12/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,,,,,,,,                              ,,,,,,,,,,,,,,,
180010,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/14/2020,9/18/2020,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/18/2020,,,,,,                              ,,,,,,,,,,,,,,,
507216,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),8/10/2020,9/29/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,9/30/2020,,,Successful Completion Employed,11/30/2020,,11/30/2020,Dynamic Concepts Inc.,Washington,DC,Laborer,40,18,1,1,9,0,541618,,,,
391406,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/29/2020,11/23/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,9/30/2020,,,Successful Completion Employed,12/1/2020,,12/1/2020,Utility Lines Construction,Bridgeville,DE,1st Level Apprentice,40,18,1,1,9,0,238210,,,,
519874,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/1/2020,8/21/2020,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,6/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
517832,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/10/2020,5/22/2020,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/22/2020,,,,,,                              ,,,,,,,,,,,,,,,
197361,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/29/2020,11/23/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,9/30/2020,,,,,,                              ,,,,,,,,,,,,,,,
70190,DC Infrastructure Academy,313,Enrolled In State And Local Training,10/23/2019,10/24/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,10/24/2019,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,,
182055,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,,
291914,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/29/2020,11/23/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,12/20/2019,,,Successful Completion Employed,11/30/2020,,11/30/2020,Dynamic Concepts Inc.,Washington,DC,Construction Laborer,40,19,1,1,9,0,541618,,,,
519676,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/1/2020,9/4/2020,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/4/2020,,,,,,                              ,,,,,,,,,,,,,,,
464446,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/14/2020,1/23/2020,Successful Completion,Hamel Builders Inc.,OSHA-10 & OSHA-30,5,1/23/2020,,,,,,                              ,,,,,,,,,,,,,,,
519094,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/22/2020,7/23/2020,Successful Completion,CC Prep - MLK,Help Desk IT Training,,,,,,,,                              ,,,,,,,,,,,,,,,
150812,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/21/2020,2/3/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,,,,,,,,                              ,,,,,,,,,,,,,,,
510995,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/4/2020,7/23/2020,Successful Completion,CC Prep - MLK,Help Desk IT Training,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
61507,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),2/3/2020,5/15/2020,Unsuccessful Completion - Did Not Meet Requirement,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,,
10681,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/2/2020,3/12/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,,,,,,,,                              ,,,,,,,,,,,,,,,
151689,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/21/2020,2/3/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,5,9/4/2019,,,,,,                              ,,,,,,,,,,,,,,,
509295,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/14/2020,9/18/2020,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/18/2020,,,,,,                              ,,,,,,,,,,,,,,,
395560,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/20/2020,7/10/2020,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,,,,,,                              ,,,,,,,,,,,,,,,
297085,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/4/2020,7/23/2020,Successful Completion,CC Prep - MLK,Help Desk IT Training,5,9/6/2019,,,,,,                              ,,,,,,,,,,,,,,,
9197,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),2/3/2020,5/15/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,,
24127,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),2/3/2020,5/15/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,12/20/2019,,,Successful Completion Employed,7/13/2020,,7/13/2020,Pepco Holdings Inc,Washington,DC,Helper Substation Technician,40,21.75,1,1,9,0,551112,,,,
271426,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/20/2020,7/10/2020,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,,,,,,                              ,,,,,,,,,,,,,,,
178432,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/21/2020,2/3/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,5,1/17/2020,,,,,,                              ,,,,,,,,,,,,,,,
386259,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/21/2020,9/25/2020,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,OSHA 30,,,,,,,,                              ,,,,,,,,,,,,,,,
507084,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/6/2020,1/30/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,,
180822,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/29/2020,11/23/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,9/30/2020,,,Successful Completion Employed,11/30/2020,,11/30/2020,Pepco Holdings Inc,Washington,DC,Substation Helper NERC,40,23.34,1,1,9,0,551112,,,,
335134,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/2/2020,3/12/2020,Successful Completion,University of the District of Columbia (UDC),Fundamentals of Information Technology,,,,,,,,                              ,,,,,,,,,,,,,,,
519093,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/1/2020,6/5/2020,Unsuccessful Completion - Dropped Out,"CNI, LLC",Washington Gas Training Program,,,,,,,,                              ,,,,,,,,,,,,,,,
519378,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/1/2020,8/21/2020,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,6/17/2020,,,Successful Completion Employed,9/28/2020,,9/28/2020,Miller Pipe Line Corp,Bladensburg,MD,General Laborer,40,20.25,1,1,9,0,237120,,,,
515788,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/6/2020,1/30/2020,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,12/20/2019,,,Successful Completion Employed,7/13/2020,,7/13/2020,Pepco Holdings Inc,Washington,DC,Helper Transformer Tester,40,22.69,1,1,9,0,551112,,,,
507216,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/30/2020,9/30/2020,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/30/2020,,,Successful Completion Employed,11/30/2020,,11/30/2020,Dynamic Concepts Inc.,Washington,DC,Laborer,40,18,1,1,9,0,541618,,,,
109192,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),2/3/2020,5/15/2020,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,,
38486,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/26/2020,8/21/2020,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,8/21/2020,,,,,,                              ,,,,,,,,,,,,,,,
